0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.004483324332271374,0.003930172268265782,0.00030578607067004534,0.0014138305878591726,0.0015896775813368663,0.0017084471809930375,0.001038423552987047,0.0023622115643068204,0.004490272831868357,0.02406443999200168,0.006895656762566972,0.015359760047965654,0.0027838299187720426,0.004564753495165014,0.006986412954785452,0.005570526962866381,0.0054509376741574,0.03560450235741731,0.0009190726068527379,0.005543928878760487,0.00858381326215897,0.012053599434279276,0.008377922868759841,0.007233531575402357,0.0050153311579578435,0.003319062015647376,0.008770310992551275,0.006031018706302105,0.017616770652577007,0.0030806746487535767,0.00048607879396851764,0.000910394025409088
0.006244487655584017,0.003631773526139009,0.003666908651777035,0.002554554219410108,0.020195906337190348,0.016813955934918128,0.022412617329863233,0.0004928357307581062,0.007959734561355515,0.004253570628846433,0.009697524924148715,0.005612821095339086,0.020453359042534206,0.0011677070839397304,0.0016645143075718772,0.008723946643649488,0.009090548697968345,0.006164971482206316,0.008911014079625185,0.0018426275483375014,0.0049447676924251555,0.004837280797947621,0.0050451534768995365,0.006986046925325927,0.0006767350334797096,0.002198031912087558,0.0016832247795370173,0.0016840563311013872,0.014966528054382833,0.006728235655306192,0.001106453158338232,0.004282627605255131
0.0001821962575122197,0.0005158160451761597,0.006356448802594071,0.006306225375812036,0.005702831881692364,0.015725383387413423,0.013335250248761303,0.007774287359020023,0.0014849699608601903,0.006159275045150319,0.01779263257981301,0.007887991532491274,0.0026870390390570345,0.0019806891996945655,0.0034533480439323887,0.0031146097623246383,0.0016340217688359721,0.0023602199920869536,0.0007725822463037602,0.01623891292837306,0.0014411142307551208,0.0005098006134945598,0.0008365396575735677,0.001957674154390136,0.006310439008421711,0.002337140742730691,0.005296101239812927,0.0014895816664686975,0.0007826888961138611,0.003473097365552311,0.011722971966165313,0.0021393394793270183
0.02559674362946539,0.033497289689633974,0.002506715829481152,0.001416572495705177,0.004306596195393193,0.0015889997921025316,0.004750369916311561,0.002479736680307534,0.013805884279783253,0.009804416759954538,0.00360534985534528,0.007944011247174266,0.0036951050175569743,0.0023737676550391095,0.0014256631394032474,0.003366892119459147,0.016760114085827425,0.020536388110152008,0.0132330064570864,0.01098896710914307,0.002854958260714966,0.003528721325592842,0.019222644674781027,0.011159421644099032,0.003864235086762775,0.003714279381087856,0.022275981210926568,0.008388219593005466,0.00963179458155029,0.005749558286947791,0.004575348188668116,0.001072450339376126
0.0025329500476071634,0.016314650892406184,0.006854038497927057,0.01930241752073082,0.021135497338239453,0.03812341640107186,0.07637540965902018,0.007529757730610621,0.03211860938546814,0.00791058614592031,0.014587205994452762,0.02174065529726395,0.01957902858223019,0.017272209943471437,0.0022613907912388607,0.08798788311152063,0.012386063243648666,0.01976597648090332,0.0027883734321193575,0.015541868754559363,0.0073342817486841995,0.005745908867653532,0.019409314833748807,0.005416138932113941,0.007383749498791249,0.004203717733164154,0.020622701560219697,0.0098462368567151,0.01953696285003547,0.011950232843681356,0.0033701012677173577,0.0014474789862021203
0.05379637676843971,0.07299453211750542,0.03533117091606388,0.030435437143733153,0.06765899620259257,0.05446872117054464,0.03609826625817048,0.05446431017225646,0.06564791577781227,0.008796100331956169,0.028716360157967857,0.004103776596461421,0.06902371513520847,0.031646772225308845,0.009994409828171246,0.013103358771522454,0.03611702255856912,0.06198192475054826,0.04961768112168763,0.05506383837818256,0.024887092388622085,0.009369814894805525,0.013615819539422487,0.03451614737968901,0.02711284296502924,0.04341056038996771,0.016050200564618464,0.040274424392775225,0.0373726451947126,0.022006209837848012,0.048999281390466484,0.051307745876983155
0.05657901203060811,0.02615355520865144,0.06899512697664438,0.05711646693976756,0.03866775419333308,0.026062297127174408,0.01687110657029258,0.02270689825296648,0.11892325886155236,0.06515778854139946,0.06925284433912299,0.021376286577501482,0.08510209877697898,0.04517690367039862,0.033487153502607156,0.03407193745714435,0.029066882836415467,0.03218299729364977,0.042198473440061,0.053030584093091394,0.03856117284544628,0.04943508510441336,0.056903977975737596,0.040879125746746875,0.08362095458535139,0.0978125964295545,0.059889684568274454,0.046638134066758534,0.03603230947473852,0.03755241071059086,0.08195103096015102,0.1341801772313662
0.028443856391879446,0.04594306002009016,0.02398486071585234,0.02950464676043945,0.029437497457825937,0.11580750681406778,0.03135651165829516,0.04650043550959015,0.016534666679464058,0.005726764780642634,0.02158709565429253,0.02258646525826178,0.043538716678007044,0.0822340581814049,0.09676013754350002,0.06821703138814644,0.044689148757108124,0.06161623895111897,0.04318228126918265,0.025166156524295102,0.03593225963239084,0.09154874376335899,0.09192149230127233,0.06627367649081531,0.06530994633239202,0.07472386420438165,0.06564182082442523,0.08639420743156632,0.027080524933152748,0.02944344942639529,0.006835902905576011,0.03376012209708831
0.07322905777264249,0.09985683736039137,0.05886792017417985,0.0935942917510966,0.08067099168579828,0.06092577557026326,0.04907978666189404,0.058375111858919956,0.017251721066127965,0.026317222008909687,0.02984970107968925,0.05768039835447427,0.059140634307224604,0.09670161163486549,0.06913118681291847,0.05429150263748255,0.05546134369133031,0.09961453304096685,0.08209952485474499,0.09265528475315507,0.09008054126243321,0.09328832054240914,0.07449034047018849,0.06768257984168682,0.07324611887710838,0.0579124127903029,0.04322382013403051,0.08765096532365342,0.09256489958930281,0.046534138472807844,0.10474084187791802,0.11097537896427076
0.13970089700398128,0.06446762528202292,0.05915195791060085,0.156812253083501,0.14029230274743837,0.10176850610668714,0.19470499038105854,0.24163001333614975,0.006273181500861618,0.029694781697542208,0.0121912518341328,0.0261853418395142,0.12211392540631781,0.0657522544089359,0.06876726997806197,0.07899583716616551,0.056464309156344906,0.00681829500414064,0.07113500844547242,0.05152548036582615,0.1450249746683047,0.1243132817840776,0.1320514442472641,0.08856190621724007,0.09795038912530853,0.047826717067302814,0.03874130802128214,0.0916940666690807,0.042334351246418586,0.04995955313751981,0.019100685014342807,0.0323167425329338
0.00921646770375297,0.1404312270816889,0.023036070782353712,0.004952457699204769,0.08210755993545388,0.038982516991618414,0.0067732625039695,0.09025471554033625,0.04732031239562538,0.06874920715102557,0.07391530434276819,0.08789141235893655,0.04529633927121228,0.10674658377709617,0.12414631015092023,0.1059328129320678,0.1273578743069954,0.099237036540614,0.04012625952618489,0.04069221810090571,0.055728418731044393,0.11699839404564584,0.08791497278311776,0.08875965260369721,0.18986105423830446,0.1048836370661697,0.120736996781398,0.03737595787903729,0.022566598908347592,0.072734268415644,0.06001291701219323,0.018421488157685274
0.009334418446798482,0.021801712234300344,0.02146234249676731,0.0511681651540952,0.05223046758316903,0.048629470435480784,0.0414812924604798,0.04624571405118167,0.08104661088057737,0.019811955407362268,0.09836903458769769,0.11088964923053986,0.16729450942902013,0.10910339174347505,0.07932703142256688,0.05045205119809824,0.022225635626483903,0.02004115108793892,0.007019581711059978,0.006956965348051274,0.08868072573100373,0.04856350488571388,0.05593192385551302,0.11692954362470488,0.014248438057730543,0.06131387112277685,0.06468488000747502,0.05361870111909902,0.0346053990705246,0.01789415508690529,0.040362328316163126,0.04100647029843942
0.08571920434622582,0.04726253771862523,0.07474094195234543,0.05659735203295972,0.024143158275771962,0.06604168475818238,0.10902643058141416,0.018653510882612027,0.04227156522179915,0.030034372669815075,0.04179142093746976,0.06904286043953166,0.14555476573525056,0.0969111137783625,0.13458276563929186,0.12159570909367268,0.030628685947094936,0.062300238189230694,0.08579492656086911,0.043862747498731154,0.018459955106012737,0.019009534292049286,0.04757591116041887,0.03825359718347586,0.02468845090524844,0.026033162277035553,0.013365315174837468,0.008289230237222322,0.031078381008069752,0.10270839266356457,0.01708883992055647,0.13721551573739765
0.09733311585209489,0.1370105308408001,0.11235810177012756,0.013991090832256012,0.01470819014754277,0.03415470766809204,0.0049245861551878095,0.006104998981414288,0.005543725698645823,0.0568308286583521,0.07841516164351425,0.0763915303601758,0.007105200266158107,0.015457590629160354,0.030666717043192068,0.07597822567408095,0.09565261998188297,0.03399856608580314,0.03777596301385845,0.016429474933707233,0.14073529996982323,0.16108010623046054,0.009503653824572285,0.026954450542482574,0.06813263474357589,0.23777190969601184,0.16616070763727014,0.026812643389984594,0.04646578870909194,0.04935823422786667,0.052830265653272854,0.06951356002561813
